Vehicle_ID,Mileage_km,Fuel_Consumption_L_per_100km,Engine_Hours,Number_of_Trips,Engine_Temperature_C,Tire_Pressure_PSI,Battery_Voltage_V,Oil_Level_L,Vibration_Units,Noise_Level_dB,Breakdown_Incidents,Part_Replacements,Service_History,MaintenanceRequired
V00308,103567,14.39,1898,1056,90,31.8,10.7,3.16,2.51,94,0,3,3,0
V00309,161784,13.72,8989,1114,86,30.7,12.4,2.97,8.5,92,1,0,2,1
V00310,115609,10.16,4338,732,88,28.8,14.2,1.6,0.78,79,2,5,2,0
V00311,291417,6.6,2497,309,76,30.2,12.5,3.66,6.95,87,4,0,0,1
V00312,97312,7.32,5118,1565,119,33.4,10.4,3.63,4.85,80,1,6,3,1
V00313,283136,8.11,7747,2227,73,22.7,14.7,1.66,8.95,84,0,9,5,1
V00314,60983,8.53,5964,904,114,29.2,10.3,1.04,1.28,53,4,3,5,1
V00315,113580,7.04,10487,1667,83,30.4,13.0,4.03,2.15,85,2,6,3,1
V00316,299597,9.6,851,1949,116,30.6,13.5,3.41,8.05,53,3,8,3,1
V00317,265792,8.12,4922,408,80,35.2,14.6,2.85,1.16,68,4,8,4,0
V00318,275730,16.69,9516,1620,119,40.1,11.7,4.84,4.62,95,0,7,4,1
V00319,245612,8.88,7565,424,96,35.2,14.6,3.01,0.78,72,4,1,1,0
V00320,130661,17.18,2666,1136,74,24.9,13.8,4.21,6.41,70,2,7,4,0
V00321,148349,12.69,785,1559,77,33.1,14.4,2.52,9.52,55,0,7,4,0
V00322,65371,6.94,5073,766,90,21.4,14.7,2.68,3.61,67,2,6,5,0
V00323,187059,9.96,11802,823,104,20.4,13.9,4.87,9.6,90,1,0,5,1
V00324,240527,11.48,11072,1124,112,30.8,11.1,1.82,4.37,60,4,1,1,1
V00325,59581,13.36,11913,226,71,20.2,10.2,4.97,2.02,80,1,3,1,1
V00326,73479,10.65,9240,855,80,26.4,13.2,4.37,6.34,65,4,6,3,0
V00327,95580,6.85,2733,1199,119,41.1,14.7,2.72,4.5,58,4,6,1,0
V00328,257401,13.17,2802,1414,100,21.5,11.7,4.58,1.19,74,3,8,3,0
V00329,136935,6.59,5951,1959,88,28.4,11.6,3.05,0.36,96,4,8,4,1
V00330,64961,9.28,930,1564,110,40.5,14.9,2.62,2.51,97,3,2,3,1
V00331,239069,13.97,11064,1564,105,41.7,13.5,1.83,1.43,70,0,7,3,1
V00332,199642,9.35,7430,106,107,40.7,12.9,1.9,1.54,68,2,6,0,0
V00333,62795,16.89,6223,1695,102,39.8,13.8,3.87,4.62,88,2,3,4,1
V00334,202181,16.74,8529,1005,105,41.8,12.7,1.95,9.13,88,4,2,1,1
V00335,274757,13.91,11085,1225,107,35.3,12.0,1.7,1.75,66,4,7,1,1
V00336,224957,17.41,9238,1319,99,44.0,11.8,3.99,3.65,78,3,6,1,1
V00337,230549,6.74,2273,1124,113,41.3,14.3,1.64,9.64,84,2,9,2,1
V00338,115417,6.32,8036,2162,94,29.4,11.5,3.0,7.53,97,3,7,0,0
V00339,178267,8.52,1346,2462,98,21.0,13.4,4.02,4.77,63,1,3,2,0
V00340,154185,16.69,8467,1462,99,21.6,10.2,3.83,2.04,89,0,3,2,1
V00341,53179,10.3,4366,2038,112,41.4,10.1,2.37,9.64,56,3,8,0,1
V00342,250845,9.9,7298,1998,76,41.1,13.0,2.19,6.58,68,1,1,1,1
V00343,217327,9.28,6896,1560,93,42.6,11.3,4.08,9.45,52,3,5,3,1
V00344,296101,14.96,1373,581,71,28.5,11.5,3.87,1.3,94,3,4,4,0
V00345,200814,14.66,1508,1304,92,20.9,13.2,4.59,3.73,74,1,5,0,0
V00346,248987,9.94,3113,2487,79,21.2,10.5,4.65,1.96,52,3,6,4,1
V00347,160849,11.53,9465,1315,119,29.4,14.9,1.89,5.45,81,2,4,4,1
V00348,144555,15.89,11905,1147,112,30.6,12.7,3.94,9.61,63,2,8,0,0
V00349,133394,11.27,682,2103,105,20.2,12.1,2.55,3.13,50,3,1,5,0
V00350,192911,11.64,1368,932,70,42.3,10.7,1.88,4.73,52,4,9,2,0
V00351,143211,7.09,2705,332,83,33.3,11.4,1.4,6.56,50,0,9,3,0
V00352,206646,9.85,10681,2133,84,42.8,10.4,3.16,2.9,66,1,2,0,1
V00353,185544,12.95,10999,1857,103,20.7,13.1,2.47,1.68,66,1,9,2,1
V00354,135641,14.82,5312,1649,84,20.0,13.1,4.7,6.83,80,4,6,1,1
V00355,260612,16.06,2747,979,111,20.4,10.3,3.42,5.68,57,2,0,1,0
V00356,173650,12.12,1647,1148,86,25.1,10.5,4.98,1.24,71,1,6,0,0
V00357,128475,13.77,10417,491,91,26.7,14.1,1.35,7.72,63,0,9,0,1
V00358,221670,13.63,11896,290,89,28.9,13.3,1.02,9.17,50,4,3,4,1
V00359,216177,8.58,10536,1679,83,28.2,11.5,4.77,7.58,58,1,2,4,1
V00360,250272,16.82,1341,210,102,29.3,11.4,2.92,6.03,76,0,8,0,1
V00361,204381,10.27,4387,134,109,41.5,12.8,1.78,3.06,86,0,9,0,1
V00362,204791,15.23,8308,560,118,41.0,10.2,2.3,5.37,71,1,7,1,1
V00363,118802,11.83,6894,2071,84,25.9,12.8,4.73,3.81,56,1,3,0,0
V00364,72439,13.97,10674,2060,99,41.4,14.6,3.26,9.12,76,0,6,0,1
V00365,185415,16.5,5360,620,103,33.2,10.2,3.38,1.02,58,3,7,1,0
V00366,295387,6.04,9164,1854,90,43.4,14.3,1.4,2.71,87,2,7,5,1
V00367,290249,12.59,8363,196,82,32.2,11.3,1.37,0.01,95,0,8,2,1
V00368,237370,14.49,6511,1289,85,44.0,10.4,2.34,0.46,73,2,0,4,1
V00369,99123,10.81,6880,629,98,28.7,14.9,2.21,3.58,56,2,2,4,0
V00370,153610,13.29,10540,1842,84,41.4,10.7,3.56,2.75,50,3,3,0,0
V00371,129694,8.95,3362,654,85,39.8,13.8,2.36,6.71,87,0,8,0,0
V00372,127142,17.46,10142,128,86,43.5,13.4,3.29,3.24,96,4,1,1,1
V00373,174134,6.48,6978,1129,119,42.7,10.7,4.51,2.6,98,2,1,5,1
V00374,175318,6.43,4203,881,74,22.0,11.2,4.14,9.96,68,0,3,1,1
V00375,160782,17.53,1015,1553,109,44.1,13.4,1.3,8.68,68,0,6,3,0
V00376,241122,14.8,4247,2154,75,27.2,11.6,4.36,5.37,77,2,6,2,1
V00377,51977,7.92,5338,550,74,22.2,10.4,4.18,2.56,78,1,7,5,0
V00378,51050,8.59,7934,792,117,30.8,13.3,3.24,2.19,94,0,1,2,1
V00379,277158,17.53,2966,147,109,31.0,11.7,3.68,4.71,78,2,8,1,0
V00380,125012,13.65,10305,1393,87,22.5,12.3,1.4,2.79,89,2,6,5,1
V00381,120057,16.75,10604,1334,107,38.2,10.0,3.43,5.5,88,3,3,1,1
V00382,188266,7.46,10750,1017,74,44.0,13.4,1.16,8.25,79,0,7,3,1
V00383,282434,10.86,8902,1583,70,27.8,14.1,1.25,9.0,89,4,4,5,1
V00384,267500,16.49,4272,536,82,40.4,12.7,2.79,3.23,73,1,3,3,0
V00385,70631,16.04,5503,1854,116,38.8,10.1,4.53,8.75,57,0,4,4,0
V00386,121763,6.36,11890,946,106,30.6,10.5,4.61,3.53,57,4,4,2,0
V00387,228029,6.65,628,2175,119,37.3,12.9,2.15,5.79,61,1,8,4,1
V00388,168773,14.8,8653,1881,96,36.2,11.3,1.97,0.43,98,0,7,1,0
V00389,222452,9.25,9230,622,102,26.9,12.2,1.41,9.76,51,3,1,3,1
V00390,76807,13.3,4187,549,72,35.7,12.5,3.28,8.22,86,4,0,5,0
V00391,215047,8.66,914,1424,94,35.5,12.3,3.88,5.36,81,2,6,2,0
V00392,157768,13.49,2292,54,111,37.0,13.2,1.11,7.25,83,4,9,2,0
V00393,212694,6.96,2658,295,85,31.7,14.3,1.03,9.61,85,4,4,2,1
V00394,263558,6.38,7087,720,104,26.9,14.6,4.41,2.4,74,0,7,2,1
V00395,279850,9.98,10777,1528,89,31.4,11.9,1.27,2.19,85,3,9,4,1
V00396,153202,14.7,866,147,104,34.2,11.1,2.74,4.67,81,0,1,5,0
V00397,118988,17.31,3226,697,77,26.6,12.7,3.09,8.92,97,4,9,3,1
V00398,162748,12.56,3473,1823,93,28.3,12.7,2.12,1.49,70,1,1,4,0
V00399,76772,15.2,2731,1296,95,31.4,12.8,2.49,8.53,54,0,3,1,0
V00400,165614,14.4,7194,650,100,26.4,13.9,1.18,2.74,62,3,0,0,1
V00401,110711,7.14,11303,2168,85,33.3,13.2,2.94,3.73,97,1,6,4,0
V00402,220236,9.03,10303,1023,78,30.1,10.3,1.57,6.08,95,3,6,5,0
V00403,291318,16.18,2027,1238,77,39.6,10.0,2.5,0.26,70,1,3,3,0
V00404,278793,6.16,4623,285,89,39.4,10.5,4.74,6.06,68,2,8,5,1
V00405,134349,6.9,6414,374,91,26.7,13.6,1.67,5.15,98,2,7,1,0
V00406,84863,14.6,5215,2291,73,32.1,14.7,4.91,5.66,98,1,6,4,0
V00407,78125,11.72,7697,1654,76,29.9,12.7,3.35,6.1,65,3,8,4,1
V00408,135435,11.09,2614,149,78,44.8,13.3,3.51,5.23,86,1,4,5,0
V00409,284448,16.7,11653,1901,106,39.4,12.4,4.3,0.95,86,3,3,5,1
V00410,233464,10.12,2165,2496,71,22.4,14.4,3.58,1.38,94,2,6,4,1
V00411,163671,13.48,7573,2412,101,33.5,13.0,3.32,4.19,93,4,7,5,1
V00412,272624,15.67,635,1347,102,35.3,13.4,4.72,5.23,62,2,9,2,0
V00413,270225,14.3,5397,1351,76,20.8,11.9,4.92,8.99,73,4,9,4,1
V00414,189964,7.65,5215,1541,96,35.1,13.6,3.81,5.06,85,3,5,2,1
V00415,204731,10.98,11580,243,77,22.6,13.4,4.51,5.49,74,0,9,3,1
V00416,198961,13.48,8066,1986,108,28.0,13.9,4.97,4.82,70,0,6,5,0
V00417,207858,14.8,7801,778,103,31.2,10.1,2.94,0.37,67,4,8,3,1
V00418,56811,7.35,4336,1015,104,37.9,13.2,1.46,2.18,87,1,8,1,0
V00419,251091,13.81,1967,615,108,26.1,13.7,1.68,6.1,88,2,1,5,1
V00420,105491,11.49,6963,595,116,34.4,10.7,3.3,5.67,83,2,6,1,1
V00421,131108,8.79,5145,536,82,23.0,13.7,1.04,3.73,89,0,6,4,0
V00422,228796,12.57,10134,368,118,42.8,12.5,2.64,3.01,91,0,3,4,1
V00423,86280,8.13,8786,738,78,37.2,13.9,2.86,9.62,95,1,7,0,1
V00424,294863,7.49,2449,1335,74,38.9,14.9,1.08,9.57,79,4,8,4,1
V00425,106855,12.76,2371,1203,88,43.5,11.0,1.05,5.61,68,3,3,3,0
V00426,233969,10.54,6694,458,75,37.2,12.8,1.68,8.15,69,0,4,5,1
V00427,255639,15.47,6700,803,118,31.4,11.6,4.16,7.3,81,2,2,0,1
V00428,204658,8.09,10803,892,85,42.7,12.0,1.32,3.15,95,3,8,1,1
V00429,108126,14.91,1057,1101,95,44.3,11.0,3.69,8.64,50,0,3,1,1
V00430,272131,12.5,7177,1267,91,25.4,14.5,4.21,4.66,51,0,1,1,0
V00431,265411,9.85,1885,1545,86,44.6,12.9,3.85,5.53,67,3,1,2,1
V00432,247611,17.12,9762,883,99,27.5,10.5,1.55,5.93,65,3,8,1,1
V00433,73326,8.57,8111,492,97,34.7,11.6,4.33,7.66,50,2,0,5,0
V00434,231926,10.74,4795,1960,93,23.5,14.5,4.42,8.84,51,2,0,1,1
V00435,57847,6.03,11217,2386,99,31.1,14.6,1.38,1.99,74,0,0,5,1
V00436,88039,14.85,7248,203,117,39.1,11.3,4.04,4.72,79,4,8,0,0
V00437,163322,12.83,9152,2375,91,28.5,13.0,2.96,3.85,63,3,3,1,0
V00438,155563,9.05,1800,1754,100,23.7,11.5,1.88,1.85,66,3,5,5,1
V00439,161969,7.53,7622,245,81,25.6,14.5,2.31,1.13,74,2,7,5,0
V00440,146660,12.08,4740,1956,107,41.3,12.5,4.86,4.43,56,0,3,4,0
V00441,223263,6.07,7374,551,82,25.2,14.1,2.23,0.54,52,4,7,0,1
V00442,292156,11.18,939,494,85,36.5,10.5,1.69,5.78,88,3,4,0,1
V00443,173275,13.06,9498,448,87,32.4,10.8,2.71,1.89,69,4,8,3,0
V00444,236756,9.58,2369,1550,98,23.1,13.7,4.1,2.74,59,4,8,2,1
V00445,268462,12.54,5053,2142,72,26.8,14.2,4.26,2.97,80,2,1,1,1
V00446,215445,6.25,6364,1820,83,33.6,11.4,3.84,2.63,96,1,7,4,1
V00447,140555,8.69,3207,1834,116,33.0,13.6,3.26,9.84,94,1,9,5,1
V00448,70159,16.82,7579,2347,117,22.1,12.2,3.23,3.03,99,3,1,3,1
V00449,144784,10.0,2018,1093,91,28.8,10.7,4.42,0.93,97,2,1,5,0
V00450,122849,6.45,3568,915,115,39.6,14.2,4.9,3.32,56,3,9,2,0
V00451,266443,7.83,9262,366,85,42.5,12.1,1.16,1.03,87,2,4,1,1
V00452,125651,16.35,5364,1108,82,31.5,10.2,2.83,4.76,80,4,5,1,0
V00453,137091,10.16,4233,2044,86,38.6,14.7,4.12,7.29,91,2,7,2,1
V00454,238576,11.26,5551,2351,90,23.4,10.2,1.25,9.52,86,1,6,5,1
V00455,75024,14.52,9343,1443,112,37.5,13.1,2.84,2.2,52,3,8,2,0
V00456,166986,16.88,5953,344,86,41.2,10.7,3.43,3.88,64,0,1,2,1
V00457,107825,14.59,5371,376,90,38.0,10.4,3.22,1.21,57,1,3,4,0
V00458,196618,6.88,9900,1469,70,28.0,14.4,4.46,6.93,50,0,4,2,0
V00459,75522,8.62,1240,944,95,41.0,12.2,3.95,2.65,70,3,7,4,0
V00460,291472,6.78,1330,2473,92,22.4,11.8,2.8,3.5,87,0,8,4,1
V00461,298940,17.81,2824,232,77,30.5,13.8,3.38,5.01,65,2,5,5,0
V00462,174099,14.28,9239,2291,105,37.0,11.7,3.32,2.42,65,2,6,3,0
V00463,162833,17.62,10545,974,78,23.3,12.1,2.62,7.54,96,2,7,2,1
V00464,299359,11.47,8349,52,85,29.5,14.3,1.55,3.83,84,1,7,0,1
V00465,89878,10.71,9860,1267,78,20.9,11.0,4.07,8.93,72,3,9,5,0
V00466,139872,16.28,7515,2027,100,32.3,10.5,1.06,5.65,99,1,6,5,1
V00467,288767,10.31,10178,482,117,26.1,13.2,4.08,9.97,88,3,5,0,1
V00468,222409,12.9,3350,2487,79,34.3,11.2,4.2,7.81,72,2,8,3,1
V00469,86289,7.71,7355,304,111,37.8,14.2,2.45,3.3,56,2,1,4,0
V00470,135220,15.47,3810,1087,70,40.0,12.4,1.5,9.32,68,1,6,3,0
V00471,233947,15.02,7248,537,71,30.1,13.5,2.02,3.38,96,1,0,4,1
V00472,268000,17.51,11458,1259,109,23.5,10.8,4.05,1.42,80,3,0,3,0
V00473,248839,15.86,2609,374,109,35.5,12.3,2.82,1.05,50,3,6,5,0
V00474,250242,17.72,6209,998,106,21.6,14.8,2.21,6.29,91,2,4,0,1
V00475,242739,7.13,3985,1299,112,32.3,12.1,1.26,9.93,97,3,8,5,1
V00476,204670,14.38,11301,2270,114,41.1,14.1,4.63,0.56,66,1,5,0,1
V00477,256250,10.06,635,1447,90,38.8,12.1,1.56,0.01,73,4,5,1,0
V00478,190314,13.83,1972,1717,72,27.8,12.2,4.76,8.78,90,3,5,0,1
V00479,212856,6.6,7627,868,91,20.4,13.7,1.09,7.26,98,0,0,0,1
V00480,104712,17.06,7724,1645,111,36.9,14.4,1.9,8.84,51,2,8,0,0
V00481,95476,11.8,1495,1021,70,20.1,14.7,1.16,6.7,83,2,9,2,1
V00482,198816,17.04,7933,492,70,27.6,13.2,4.36,5.93,95,0,9,2,1
V00483,220514,11.16,4791,342,114,42.6,12.8,1.86,4.0,87,3,3,4,1
V00484,283383,12.13,3057,249,114,44.2,10.9,3.02,2.13,81,2,4,5,1
V00485,201880,7.98,3473,2316,81,25.9,13.9,1.72,7.63,59,1,4,0,1
V00486,229208,7.69,2361,1308,101,36.7,13.1,2.18,2.87,86,1,8,4,0
V00487,206093,7.98,7264,2328,99,33.1,10.7,1.28,2.57,52,2,8,3,1
V00488,111915,7.63,7375,540,91,44.7,12.5,4.85,9.21,99,3,4,3,1
V00489,219244,11.13,11087,1540,99,37.6,14.9,1.96,6.1,98,1,7,2,0
V00490,63805,9.16,560,1983,118,35.1,14.3,1.6,5.87,56,1,2,4,0
V00491,185170,11.58,8563,1123,94,29.8,14.4,3.38,3.03,95,0,8,0,0
V00492,147684,17.32,3629,1811,86,26.6,12.4,2.48,4.13,95,4,4,0,1
V00493,133096,10.08,11006,514,96,35.5,11.2,1.62,7.15,95,2,7,3,1
V00494,144505,13.82,3847,410,73,29.9,14.3,4.72,2.28,86,4,3,5,0
V00495,119918,17.68,11604,1858,108,41.7,12.8,4.06,1.96,61,0,1,3,1
V00496,121247,12.77,9056,1452,110,38.7,12.2,4.72,7.64,82,3,3,5,1
V00497,253431,10.59,10171,837,88,34.7,14.5,4.13,5.59,98,1,9,3,1
V00498,72832,17.66,7355,1220,85,38.5,13.2,2.24,8.53,86,4,5,3,1
V00499,228189,13.79,2607,1259,76,32.9,13.1,1.8,9.27,63,4,8,1,0
V00500,260171,7.41,11053,790,102,38.5,12.2,3.55,4.52,54,3,9,4,0
V00501,141515,8.26,5910,547,112,29.9,11.3,4.34,5.41,90,0,4,2,1
V00502,238131,12.81,3395,494,109,40.6,10.5,3.19,1.15,96,2,6,0,1
V00503,212156,15.27,1166,1346,76,23.5,10.4,4.55,6.98,76,0,8,5,1
V00504,58903,10.29,7887,1089,108,25.9,14.2,2.95,8.27,77,0,9,3,0
V00505,109634,16.75,11270,1622,92,44.2,12.5,3.03,8.81,75,3,3,1,1
V00506,261576,14.65,2260,1395,94,31.2,12.1,1.41,2.45,99,3,1,4,0
V00507,216128,6.83,4779,1365,74,29.7,14.3,2.12,7.92,98,1,1,3,1
V00508,54674,8.14,2605,575,93,35.4,10.3,4.77,0.3,60,1,9,3,0
V00509,266442,15.8,1762,946,90,28.4,14.3,2.68,0.33,55,3,1,3,0
V00510,178267,9.6,9750,2202,77,26.8,10.4,2.6,1.9,64,4,7,5,1
V00511,103605,13.84,543,1364,82,42.2,10.9,1.55,9.33,59,0,3,1,0
V00512,269778,9.92,5934,2132,103,42.4,14.1,4.1,9.24,63,4,5,1,1
V00513,234000,15.24,578,239,81,36.0,14.7,3.54,2.67,72,0,1,4,0
V00514,56201,10.83,8277,473,107,39.3,12.2,1.47,5.58,90,0,0,4,1
V00515,205767,6.73,8024,2222,78,35.0,14.1,2.9,2.55,99,0,8,5,0
V00516,191371,13.81,5933,419,116,22.4,12.4,3.04,3.24,89,0,4,3,1
V00517,112645,8.99,3862,802,114,35.9,14.4,2.76,4.74,54,3,7,2,0
V00518,68152,8.06,1716,1503,107,21.6,11.8,2.77,0.05,70,1,8,3,0
V00519,268572,12.72,6540,2140,109,39.1,12.0,3.26,9.21,78,1,1,3,1
V00520,144707,17.78,5941,724,92,25.3,13.4,3.23,4.26,52,3,3,5,0
V00521,246559,15.84,2202,2098,72,30.1,13.6,2.2,8.64,56,1,4,5,1
V00522,181911,14.03,5587,108,103,30.6,11.7,3.94,3.3,67,2,5,5,0
V00523,229548,12.18,3704,1272,119,37.1,13.7,4.41,9.22,86,4,1,0,0
V00524,85412,9.47,11840,920,86,37.1,13.7,4.73,4.31,50,3,5,0,0
V00525,239531,14.27,9779,1873,97,23.9,14.7,2.75,5.84,59,2,2,5,1
V00526,280117,10.67,6520,92,107,28.5,14.0,3.56,5.02,66,0,9,4,0
V00527,241679,14.41,11576,795,75,42.2,13.4,1.21,1.15,89,0,6,4,1
V00528,79166,12.93,8182,1828,86,42.6,13.3,1.75,2.77,96,0,5,5,1
V00529,161186,10.69,5561,646,85,40.3,11.6,2.11,5.71,95,2,2,0,1
V00530,96299,12.97,5617,192,95,26.1,10.4,2.93,1.27,94,2,8,5,1
V00531,51403,8.93,11991,1080,99,43.0,14.1,1.34,2.53,76,3,4,1,1
V00532,71986,7.23,3407,1565,100,22.8,11.2,3.31,5.29,53,2,5,5,0
V00533,215162,7.08,6098,1546,75,42.9,11.7,2.87,2.24,99,1,6,0,0
V00534,69926,14.64,10434,1990,109,45.0,12.0,1.42,2.74,74,4,9,3,0
V00535,101500,14.32,6591,2121,103,44.3,13.2,4.54,6.01,96,3,5,1,1
V00536,168756,6.16,1616,91,100,24.1,12.8,2.98,1.82,79,3,8,0,0
V00537,164736,10.62,7692,674,118,33.0,14.8,3.82,1.49,91,2,8,0,0
V00538,106392,16.56,4853,1975,101,28.8,13.7,4.76,0.01,90,4,8,5,0
V00539,71131,16.65,8024,1418,88,38.5,12.1,2.67,2.46,54,1,0,2,0
V00540,158727,13.6,11159,53,118,27.4,11.6,1.16,3.25,88,3,0,5,1
V00541,86139,10.81,9660,136,70,44.7,11.5,1.56,8.86,61,2,4,3,0
V00542,89061,12.83,1759,343,85,20.7,13.2,2.93,2.45,70,2,8,5,0
V00543,106999,15.05,2793,2452,84,20.7,12.9,1.05,0.0,97,3,7,0,1
V00544,250684,8.31,5092,2097,117,39.0,14.1,1.53,2.41,67,3,4,2,1
V00545,270348,16.32,7080,1956,87,34.6,10.7,2.15,3.24,82,4,1,5,1
V00546,295078,15.86,10143,1076,82,30.1,13.9,3.27,3.76,75,0,0,5,0
V00547,55359,9.43,9124,92,79,34.6,13.6,4.78,9.95,55,3,5,5,0
V00548,202903,10.48,6498,84,92,44.9,14.5,4.61,6.18,71,0,9,4,1
V00549,228169,6.87,5593,1769,86,31.1,11.6,4.72,8.74,80,3,9,4,1
V00550,138226,6.01,2942,1809,71,43.4,14.9,2.55,6.54,68,4,2,1,1
V00551,98761,8.81,7450,1143,82,29.2,11.1,4.21,6.78,86,0,8,1,0
V00552,217026,6.55,5399,1467,78,43.4,12.9,3.45,6.9,67,0,9,0,1
V00553,194349,17.84,6873,690,118,25.7,11.4,4.12,9.63,57,1,1,5,1
V00554,242320,12.98,4611,952,99,20.2,12.8,4.69,6.34,85,1,4,1,1
V00555,112306,11.68,6074,871,75,29.8,14.3,1.04,1.1,68,3,0,4,0
V00556,168646,7.06,7530,511,93,23.5,12.7,4.17,5.88,74,2,9,3,0
V00557,112273,13.73,1998,1747,72,40.2,13.8,4.04,0.44,94,4,6,4,1
V00558,127583,17.01,9033,2318,112,33.1,10.0,1.17,1.28,92,3,0,0,0
V00559,105614,8.17,3301,1784,90,42.8,12.6,2.45,3.34,83,1,6,4,1
V00560,270309,9.94,4566,2086,98,22.5,10.2,3.24,5.56,73,4,3,2,1
V00561,258836,12.52,3440,1250,72,43.1,11.5,4.12,8.01,91,4,8,4,1
V00562,96032,13.9,1774,1938,96,26.7,12.8,1.31,7.75,63,1,9,3,1
V00563,169710,6.47,5728,1424,84,31.5,12.5,1.17,9.35,73,2,2,1,1
V00564,122596,13.79,5406,1529,104,32.4,10.1,1.86,7.24,73,2,7,1,1
V00565,237406,11.03,10185,1706,115,34.9,14.6,3.72,1.5,98,2,2,1,1
V00566,210573,12.75,7161,1676,99,38.4,12.6,1.48,3.92,79,1,3,5,1
V00567,83867,8.46,9651,1591,76,44.4,10.4,2.03,8.26,53,2,2,3,0
V00568,98087,10.18,4079,1914,119,26.2,10.9,1.76,0.93,54,0,3,4,1
V00569,170768,7.94,8623,1500,80,29.2,10.3,1.46,8.43,84,1,3,0,0
V00570,94328,9.24,10924,1899,108,33.8,12.2,4.9,7.9,67,1,1,3,1
V00571,113535,12.73,2113,2143,90,36.2,13.4,4.81,6.54,87,2,4,3,1
V00572,270391,13.92,9310,949,110,23.1,11.7,1.21,4.25,98,2,2,3,1
V00573,167432,8.34,3277,990,75,26.9,14.2,3.31,7.2,96,4,3,1,1
V00574,210957,8.09,4332,871,110,34.6,10.7,4.37,5.05,52,0,5,3,0
V00575,114823,16.64,10792,1997,94,21.9,14.6,2.5,2.52,84,3,8,5,0
V00576,107540,8.77,6718,2271,112,29.4,11.3,1.31,1.22,95,4,8,2,1
V00577,71655,10.04,8723,1836,99,33.4,12.0,3.32,0.18,89,1,8,2,0
V00578,76099,14.9,6140,970,118,34.3,10.2,3.28,4.92,81,3,6,4,0
V00579,242852,17.39,8717,1682,94,20.8,12.0,3.81,2.85,88,3,2,1,0
V00580,298693,13.89,7169,157,104,39.5,11.4,4.29,9.6,62,0,1,1,0
V00581,161512,15.16,3950,618,110,40.7,13.6,4.16,2.02,94,4,2,0,0
V00582,126938,6.54,2615,1223,72,40.0,13.0,1.99,0.53,83,1,9,1,0
V00583,256937,13.71,9353,2433,87,25.7,12.6,2.77,5.8,50,0,2,2,1
V00584,138564,16.69,7132,2321,81,27.7,13.1,3.37,4.55,71,0,0,3,0
V00585,211941,14.77,8126,2143,113,31.8,11.5,4.17,9.66,72,4,6,1,1
V00586,177816,14.44,7704,1317,114,36.1,11.1,4.33,0.7,57,1,6,3,1
V00587,282833,10.0,6628,387,87,44.3,13.3,2.34,4.99,72,1,8,2,1
V00588,286924,15.12,11627,904,73,25.1,11.3,1.5,5.05,96,1,8,1,1
V00589,298614,13.61,3217,1000,79,31.8,14.3,1.51,9.42,78,2,5,0,1
V00590,156062,7.71,1235,2060,84,42.8,11.1,1.1,8.24,95,4,1,5,1
V00591,65927,17.49,674,2014,72,34.0,13.3,1.72,3.86,53,2,9,2,0
V00592,51009,14.22,10973,535,117,31.7,11.6,5.0,7.09,91,1,4,5,1
V00593,74140,17.31,1769,1263,107,42.1,13.4,1.06,9.24,80,2,0,5,0
V00594,119232,9.08,2326,1398,96,32.9,12.5,1.12,6.32,64,4,0,1,0
V00595,66388,10.14,7622,648,95,29.0,14.0,3.68,2.95,73,4,8,5,0
V00596,294655,11.22,11717,2402,88,28.3,13.7,2.99,0.22,70,2,9,3,1
V00597,180205,6.04,11576,1633,100,35.5,10.3,3.8,2.43,53,0,5,0,1
V00598,247477,14.93,6679,138,97,39.1,10.5,4.08,1.5,65,4,3,4,1
V00599,103011,13.92,4361,1752,114,39.3,12.0,2.54,5.69,77,1,6,2,0
V00600,266630,15.75,5548,1485,81,28.4,12.5,1.9,0.25,62,2,2,3,1
V00601,282910,7.01,11153,1538,104,41.1,14.9,4.16,5.0,83,0,1,3,1
V00602,263758,16.83,10977,682,112,35.7,13.8,2.35,8.04,70,2,6,1,1
V00603,149783,9.13,2060,2434,111,21.7,12.5,1.05,0.39,84,0,8,1,1
V00604,232545,15.13,6642,1454,114,21.0,14.2,3.8,4.75,53,3,1,0,1
V00605,128064,17.58,2392,2284,94,44.9,12.9,2.17,4.23,75,4,6,1,0
V00606,84256,17.93,9124,2340,107,24.2,14.6,4.96,0.15,94,0,1,5,1
V00607,144929,6.14,3427,880,73,32.4,13.4,2.48,5.49,65,3,0,1,0
V00608,200072,9.8,1697,2055,116,40.3,10.1,4.27,9.09,88,4,5,5,1
V00609,230302,6.38,5169,567,114,44.0,14.7,3.48,6.91,69,2,5,1,0
V00610,122272,11.39,6722,1977,71,31.7,10.8,4.27,8.74,53,3,2,1,1
V00611,139736,11.64,10079,2136,74,21.9,10.6,1.38,4.71,64,1,6,2,0
V00612,51361,12.15,3117,320,111,23.4,12.5,2.93,3.52,98,4,0,4,1
V00613,298121,8.13,11342,608,106,27.8,11.7,1.37,7.37,69,2,1,3,1
V00614,51187,12.43,2547,567,87,40.9,13.0,4.75,4.24,70,1,9,4,0
V00615,153925,7.3,7117,413,78,24.5,14.1,4.44,0.44,85,0,5,2,0
V00616,284653,12.05,6797,2073,115,37.4,10.8,4.01,1.95,59,0,6,5,1
V00617,63110,10.64,1978,2183,82,44.8,12.4,3.16,5.6,77,2,4,3,0
